DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbComp,Internet,NbSmartPhone,HouseType,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,TripPurpose,TypeCommune,frequency,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,age,Weight
1,1,40,13,12,3.8,0.94,14,2,0,2,2,2,1,2,2,5,5,2,1973,1,5,1,6,6,1,2,2,2,2,1,2.2,1,7,4,1,3,3,3,4,6,9.0,1,15,4,-1,37,0.000232084
1,5,171,40,21,40.0,7.33,81,4,2,1,0,1,1,0,1,10,4,1,1960,1,3,1,3,4,2,2,2,2,1,1,40.0,2,7,4,3,1,2,3,1,6,57.5,0,110,3,153,50,0.000109132
7,0,94,43,0,29.0,2.74,40,1,0,1,0,1,1,0,2,1,3,2,1954,1,1,3,6,3,2,2,2,2,2,1,29.0,3,7,4,2,-1,3,-1,3,6,24.0,1,51,4,45,56,0.000367986
9,1,91,60,4,7.6,0.99,14,3,1,2,1,3,1,1,1,13,5,2,1965,1,3,2,6,4,1,2,2,2,2,1,3.8,3,7,4,2,-1,4,4,3,6,11.0,1,27,5,20,45,9.82e-05
4,0,38,24,0,7.6,1.02,14,3,1,2,1,3,1,1,1,13,5,2,1965,1,3,2,6,4,1,2,2,2,2,1,3.8,3,7,4,2,-1,4,4,3,6,10.0,1,14,5,20,45,9.82e-05
1,4,205,94,11,37.8,6.68,71,3,1,2,1,3,1,1,1,13,5,1,1966,1,3,1,5,3,1,2,2,2,2,1,18.9,2,7,4,4,3,2,2,3,6,59.5,1,100,4,71,44,0.000409116
1,0,78,62,0,7.6,1.34,19,1,0,1,0,1,1,0,1,4,2,1,1979,1,1,1,1,3,2,2,2,2,2,1,7.6,1,7,4,2,4,2,2,3,6,11.0,1,16,5,20,31,0.000967286
1,1,115,83,5,9.4,1.34,19,1,0,1,0,1,1,0,1,4,2,1,1979,1,1,1,1,3,2,2,2,2,2,1,9.4,1,7,4,2,4,2,2,3,6,11.0,1,27,5,20,31,0.000967286
1,4,95,28,12,14.8,1.88,24,4,0,2,0,1,1,0,1,22,6,1,1985,1,6,8,8,5,2,2,2,1,2,2,0.0,2,6,4,2,3,2,2,4,6,12.0,0,55,4,100,25,0.000258025
10,3,107,10,38,9.4,0.54,8,4,0,2,0,1,1,0,1,22,6,1,1985,1,6,8,8,5,2,2,2,1,2,2,0.0,3,6,4,2,3,2,2,4,6,5.5,1,59,4,8,25,0.000258025
4,5,161,56,14,24.4,4.91,57,2,0,2,0,2,1,0,1,20,3,2,1946,1,2,9,8,3,1,2,2,2,2,1,12.2,3,6,4,3,3,2,-1,3,6,48.8,1,91,4,70,64,0.000367986
9,11,444,186,46,68.2,14.4,151,4,2,1,0,2,1,0,1,2,-1,2,-1,1,3,2,6,4,1,2,2,2,2,1,34.1,3,6,4,6,1,3,2,4,6,147.0,1,212,5,155,-1,9.82e-05
4,0,73,68,0,7.6,1.8,1,4,2,1,0,2,1,0,1,2,-1,2,-1,1,3,2,6,4,1,2,2,2,2,1,3.8,3,6,4,3,1,3,2,4,6,1.0,2,5,5,20,-1,7.71e-05
1,0,108,33,0,36.2,7.76,93,2,0,1,0,1,1,0,1,19,6,1,1948,1,2,1,3,8,2,2,1,2,2,1,0.0,1,6,4,4,-1,2,3,1,6,73.0,0,75,5,86,62,0.000160139
1,2,81,26,2,21.4,3.17,31,1,0,1,0,1,1,1,1,16,6,1,1957,1,7,1,3,3,2,2,2,2,2,1,21.4,1,6,4,1,3,2,2,4,6,33.0,1,53,5,30,53,0.000409116
1,4,68,18,12,11.0,2.49,32,1,0,1,0,1,1,0,2,2,4,2,1968,1,1,1,2,7,2,2,2,2,2,1,11.0,1,6,4,1,2,-1,4,3,6,23.0,1,38,3,45,42,0.000144039
4,1,65,15,29,5.6,1.37,19,5,3,2,0,1,1,3,1,12,-1,2,1972,1,3,6,8,3,1,2,2,2,2,1,2.8,3,6,4,1,2,3,3,3,6,12.0,1,21,4,20,38,0.00087004
10,9,484,131,100,80.6,16.04,181,2,0,2,0,2,1,0,2,4,6,1,1955,1,2,1,6,3,2,2,2,2,2,1,80.6,3,6,4,5,3,3,2,3,6,153.0,1,253,4,251,55,0.000409116
6,3,127,50,7,23.6,5.3,64,2,0,2,0,2,1,0,2,3,6,2,1962,1,2,2,6,3,2,2,2,1,2,1,0.0,3,6,4,3,3,1,2,3,6,49.0,1,70,4,132,48,0.000367986
10,5,171,32,35,33.8,5.03,70,2,0,1,0,1,1,0,1,41,5,1,1937,1,2,9,2,7,2,2,1,2,2,1,0.0,3,6,4,3,1,3,3,4,6,49.0,0,104,2,448,73,0.000125765
-1,1,45,26,1,6.8,1.8,16,1,0,1,0,1,1,0,1,17,3,2,1946,1,1,9,8,3,1,2,2,2,2,1,3.4,3,6,4,1,-1,2,-1,1,6,8.5,0,18,4,34,64,0.000367986
3,6,176,45,29,32.0,7.86,64,1,0,1,0,1,1,0,1,17,3,2,1946,1,1,9,8,3,1,2,2,2,2,1,16.0,1,6,4,1,-1,2,-1,1,6,77.0,1,102,4,-1,64,0.000367986
1,2,104,46,2,11.2,3.2,40,3,0,3,0,8,1,4,1,25,6,1,1985,1,6,1,3,3,2,2,2,2,2,1,11.2,1,6,4,2,1,3,3,3,6,29.0,1,56,3,50,25,0.000967286
10,3,104,27,5,22.0,4.26,51,2,0,2,0,2,1,2,1,16,4,1,1933,1,2,9,3,3,2,2,2,2,2,1,22.0,3,6,4,1,1,2,2,3,6,40.0,1,72,1,45,77,0.0003213
1,2,66,21,14,11.0,2.45,28,2,0,2,0,2,1,0,1,26,4,1,1946,1,2,1,6,4,2,2,2,2,2,1,11.0,1,6,4,1,1,2,4,4,6,23.0,1,31,4,45,64,0.000109132
9,3,216,37,39,60.6,15.04,110,2,0,2,0,2,1,0,1,26,4,1,1946,1,2,1,6,4,2,2,2,2,2,1,60.6,3,6,4,1,1,2,4,4,6,167.0,1,140,4,120,64,0.000109132
4,0,46,32,0,5.6,1.68,25,2,0,2,0,2,1,0,1,26,4,1,1946,1,2,1,6,4,2,2,2,2,2,1,5.6,3,6,4,1,1,2,4,4,6,14.0,1,14,4,30,64,0.000109132
4,0,111,94,0,7.6,1.97,26,2,0,1,0,1,1,0,1,28,4,1,1933,1,2,9,3,6,1,2,2,2,2,1,3.8,3,6,4,3,3,2,2,3,6,17.0,1,17,5,30,77,8.57e-05
7,0,33,32,0,2.8,0.16,1,2,0,1,0,1,1,0,1,28,4,1,1933,1,2,9,3,6,1,2,2,2,2,1,2.2,3,6,4,2,3,2,2,3,6,1.1,2,1,5,30,77,8.57e-05
4,0,111,94,5,7.6,1.1,13,2,0,1,0,1,1,0,1,28,4,2,1935,1,3,6,6,3,1,2,2,2,2,1,3.8,3,6,4,3,1,4,4,3,6,9.0,1,12,4,30,75,0.000288998
1,2,144,65,1,33.4,6.38,74,2,0,2,1,2,1,0,2,11,5,2,1958,1,7,2,6,3,1,2,2,1,2,1,16.7,2,6,4,3,4,1,1,4,6,55.5,0,78,8,162,52,0.000367986
3,5,127,38,7,14.8,3.41,46,2,0,2,1,4,1,0,2,-1,5,1,1964,1,7,1,7,3,1,2,2,2,2,1,7.4,1,6,4,2,4,2,1,3,6,34.0,1,82,4,120,46,0.000409116
10,5,159,52,24,14.5,5.99,61,2,0,2,1,4,1,0,2,-1,5,1,1964,1,7,1,7,3,1,2,2,2,2,1,7.25,3,6,4,2,4,2,1,3,6,53.0,1,83,4,55,46,0.000409116
10,1,92,46,11,7.6,1.68,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,7.6,3,6,4,2,-1,-1,-1,-1,6,17.0,1,35,-1,30,-1,0.00115614
1,0,43,39,0,7.6,0.86,10,3,0,2,0,2,1,1,1,17,6,2,1963,1,7,2,6,3,2,2,2,2,2,1,7.6,2,6,4,2,4,1,2,4,6,7.0,1,4,5,10,47,0.000367986
7,1,126,81,1,17.0,2.97,42,3,0,2,0,2,1,1,1,17,6,2,1963,1,7,2,6,3,2,2,2,2,2,1,17.0,3,6,4,4,4,1,2,4,6,29.5,1,44,5,45,47,0.000367986
1,6,237,39,58,52.6,9.07,78,4,-1,4,-1,3,1,1,1,16,6,1,1958,1,3,1,1,5,2,2,2,2,2,1,52.6,1,6,4,2,3,-1,3,1,6,83.0,1,140,4,60,52,0.000109132
1,2,90,60,1,14.4,1.78,25,4,0,4,0,3,1,0,1,16,6,2,1958,1,3,2,6,3,2,2,2,2,2,1,14.4,2,6,4,2,2,4,4,1,6,14.0,1,29,4,30,52,0.000367986
1,6,314,130,44,33.0,9.68,113,2,0,2,0,2,1,0,1,31,6,1,1946,1,2,1,1,7,1,2,2,2,2,1,16.5,2,6,4,4,2,2,3,3,6,97.0,1,140,5,130,64,0.000160139
7,0,25,11,0,3.8,0.81,11,2,0,2,0,2,1,2,2,1,6,2,1954,1,2,2,2,6,1,2,2,2,2,1,2.2,3,6,4,1,-1,-1,4,4,6,7.5,1,14,3,9,56,9.82e-05
1,2,120,25,15,22.0,6.28,64,4,2,1,0,2,1,2,2,2,4,1,1979,1,3,1,3,6,2,2,2,2,2,1,22.0,2,6,4,2,3,2,2,3,6,65.0,1,80,3,65,31,0.000258025
4,2,75,44,9,7.6,1.83,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,7.6,3,6,4,2,-1,-1,-1,-1,6,17.0,1,22,-1,31,-1,0.000232084
9,3,104,41,14,9.4,1.92,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,9.4,3,6,4,2,-1,-1,-1,-1,6,17.0,1,49,-1,30,-1,0.000232084
1,0,33,23,0,7.6,0.79,10,1,0,1,0,1,1,0,2,2,-1,2,1955,1,1,1,6,3,1,1,2,2,2,1,3.8,1,6,4,2,2,4,3,3,6,7.0,1,10,4,10,55,0.000367986
1,0,33,24,0,7.6,0.79,10,1,0,1,0,1,1,0,2,2,-1,2,1955,1,1,1,6,3,1,1,2,2,2,1,3.8,1,6,4,2,2,4,3,3,6,7.0,1,9,4,10,55,0.000367986
1,1,72,39,2,11.2,2.7,40,1,0,1,1,4,1,1,2,1,5,1,1984,1,1,1,3,7,1,2,2,2,2,1,5.6,1,6,4,2,3,-1,-1,2,6,24.0,0,31,5,75,26,0.000378621
1,0,63,28,0,12.8,3.0,31,1,0,1,1,2,1,1,1,1,6,1,1956,1,1,1,3,3,1,2,2,2,2,1,6.4,1,6,4,1,3,2,2,1,6,27.0,0,35,4,35,54,0.000409116
8,0,59,43,0,7.6,1.16,16,4,2,1,0,2,1,0,1,3,6,2,1966,1,3,2,6,4,1,2,2,2,2,1,3.8,-1,6,4,2,2,4,4,3,6,9.5,1,16,3,17,44,9.82e-05
1,0,68,47,5,7.6,1.22,15,4,2,1,0,2,1,0,1,3,6,2,1966,1,3,2,6,4,1,2,2,2,2,1,3.8,2,6,4,3,2,4,4,3,6,8.9,1,16,3,27,44,9.82e-05
1,0,114,0,114,0.0,0.09,0,4,2,1,0,2,1,0,1,3,6,1,1963,1,3,1,5,3,1,2,2,2,2,1,2.2,2,6,4,2,2,2,2,4,6,0.3,2,0,4,10,47,0.000409116
1,0,114,0,114,0.0,0.09,0,4,2,1,0,2,1,0,1,3,6,1,1963,1,3,1,5,3,1,2,2,2,2,1,2.2,2,6,4,2,2,2,2,4,6,0.3,2,0,4,10,47,0.000409116
2,1,90,68,5,9.4,1.64,24,2,0,2,1,2,1,0,1,6,5,2,1974,1,2,1,6,3,1,2,2,2,2,1,4.7,2,6,4,2,3,2,2,3,6,13.0,1,17,4,45,36,0.00087004
1,2,97,61,9,11.2,1.64,24,2,0,2,1,2,1,0,1,6,5,2,1974,1,2,1,6,3,1,2,2,2,2,1,5.6,2,6,4,2,3,2,2,3,6,13.0,1,27,4,45,36,0.00087004
4,0,47,45,0,4.4,0.34,4,2,0,2,1,2,1,0,1,6,5,2,1974,1,2,1,6,3,1,2,2,2,2,1,2.2,3,6,4,2,3,2,2,3,6,2.0,2,2,4,10,36,0.00087004
1,1,110,57,0,14.0,3.61,51,2,0,2,1,2,1,0,1,6,5,1,1965,1,3,1,3,3,2,2,2,2,1,1,14.0,2,6,4,3,1,3,2,3,6,31.5,1,53,4,63,45,0.000409116
7,2,54,24,23,5.6,0.31,4,2,0,2,1,2,1,0,1,6,5,1,1965,1,3,1,3,3,2,2,2,2,1,1,5.6,3,6,4,2,1,3,2,3,6,2.4,2,7,4,10,45,0.000409116
1,7,164,47,30,26.0,5.72,60,3,1,2,1,2,1,2,2,7,4,1,1955,1,3,1,6,3,2,2,2,2,2,1,26.0,1,6,4,2,1,2,2,3,6,58.0,1,87,4,60,55,0.000409116
7,1,105,41,19,11.2,2.62,38,2,0,2,0,3,1,1,1,7,5,1,1944,1,2,9,3,4,1,2,2,2,2,1,5.6,3,6,4,2,1,2,2,4,6,23.0,1,45,4,40,66,8.57e-05
2,1,77,28,10,13.8,1.52,21,2,0,2,0,1,1,0,2,1,4,1,1945,1,5,9,-1,3,2,2,2,2,2,1,13.8,1,6,4,1,1,2,1,4,6,14.0,1,39,2,30,65,0.0003213
1,6,193,42,42,40.4,6.61,74,4,2,1,0,1,1,0,1,9,4,2,1965,1,3,2,6,5,1,2,2,2,2,1,20.2,1,6,4,2,4,-1,-1,3,6,57.0,2,109,5,115,45,9.82e-05
1,0,37,35,0,4.4,0.39,6,4,2,1,0,1,1,0,1,9,4,1,1960,1,3,2,6,5,1,2,2,2,2,2,2.2,1,6,4,2,2,2,2,3,6,3.2,2,2,5,8,50,0.000109132
4,0,47,35,0,7.6,0.97,16,4,2,1,0,1,1,0,1,9,4,1,1960,1,3,2,6,5,1,2,2,2,2,2,3.8,3,6,4,2,2,2,2,3,6,9.0,2,12,5,18,50,0.000109132
4,2,70,11,7,15.2,9.85,81,1,-1,1,-1,0,2,-1,3,10,3,2,1937,1,1,9,1,3,1,2,2,2,2,1,7.6,3,6,4,1,-1,2,-1,3,6,106.0,1,52,4,-1,73,0.000288998
1,1,50,15,5,5.6,1.33,18,2,0,1,0,1,1,-1,1,10,2,2,1951,1,4,2,6,3,2,2,2,2,2,1,5.6,1,6,4,1,-1,3,-1,4,6,12.0,1,30,8,20,59,0.000367986
7,5,235,59,9,84.8,20.12,153,2,0,3,0,6,1,0,1,6,6,1,1956,3,7,1,2,7,1,2,2,2,2,1,42.4,3,6,4,2,4,-1,-1,2,6,218.0,0,167,4,251,54,0.000160139
4,0,56,38,0,7.6,22.29,179,2,0,3,0,6,1,0,1,6,6,1,1956,3,7,1,2,7,1,2,2,2,2,1,3.8,3,6,4,2,4,-1,-1,2,6,244.0,1,18,4,20,54,0.000160139
3,2,61,19,5,11.6,3.05,31,3,0,2,1,4,1,3,1,12,1,1,1991,1,6,8,8,2,1,2,2,2,2,3,5.8,1,6,4,1,4,1,1,1,6,27.0,0,37,3,40,19,0.002440844
4,0,46,15,0,11.2,1.95,28,2,0,0,0,2,1,0,1,16,2,2,1954,1,4,2,8,4,2,2,1,2,2,3,0.0,3,6,4,2,4,-1,-1,3,6,18.0,0,31,2,31,56,9.82e-05
1,7,226,78,44,47.6,9.22,106,2,0,2,0,2,1,1,1,15,5,1,1954,3,3,1,3,7,1,2,2,2,2,1,23.8,1,6,4,4,3,2,2,4,6,78.0,1,104,3,109,56,0.000160139
4,0,5,5,0,0.0,0.06,1,2,0,2,0,2,1,1,1,15,5,2,1960,2,3,2,8,6,1,2,2,2,2,1,2.2,3,6,4,1,4,1,1,3,6,0.5,2,0,1,7,50,9.82e-05
1,0,17,16,0,2.2,0.1,1,2,0,2,0,2,1,1,1,15,5,2,1960,2,3,2,8,6,1,2,2,2,2,1,2.2,1,6,4,1,4,1,1,3,6,0.8,2,1,1,3,50,9.82e-05
1,5,152,42,39,31.2,4.58,51,5,3,2,0,2,1,1,1,8,6,1,1970,1,3,1,3,7,1,1,2,2,2,1,15.6,1,6,4,2,3,2,2,3,6,38.0,1,71,5,60,40,0.000160139
9,6,145,58,29,21.6,4.62,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,21.6,-1,6,4,3,-1,-1,-1,-1,6,36.5,1,58,-1,70,-1,0.00087004
1,2,81,47,5,11.2,1.47,21,1,0,1,1,1,1,0,2,5,3,1,1974,1,1,1,6,3,1,2,2,2,2,1,5.6,2,6,4,2,4,2,-1,3,6,13.6,1,29,4,40,36,0.000967286
10,2,66,8,20,11.6,2.98,31,1,0,1,1,1,1,0,2,5,3,1,1974,1,1,1,6,3,1,2,2,2,2,1,5.8,3,6,4,1,4,2,-1,3,6,28.0,1,38,4,60,36,0.000967286
10,3,329,31,24,141.4,32.57,269,1,0,1,0,0,2,-1,1,37,2,2,1940,1,1,6,8,3,1,2,2,2,2,1,70.7,3,6,4,5,1,2,2,3,6,345.0,0,274,4,316,70,0.000288998
10,3,160,30,26,48.6,10.42,112,1,0,2,0,1,1,1,2,5,6,1,1949,1,1,9,1,4,1,2,2,2,2,1,24.3,3,6,4,1,-1,-1,3,2,6,84.0,1,104,5,90,61,0.000109132
7,3,156,71,12,16.8,3.9,55,2,0,1,0,1,1,0,1,30,5,1,1937,1,2,9,2,7,1,2,2,2,2,1,8.4,3,7,4,3,1,3,3,3,6,41.0,1,73,7,64,73,0.000125765
4,2,134,57,12,16.4,2.93,40,3,1,4,1,2,1,1,1,6,6,2,1961,1,3,1,3,6,2,2,2,2,1,1,16.4,3,7,4,4,-1,2,2,3,6,26.2,1,65,5,45,49,9.82e-05
1,0,18,8,0,3.8,0.74,9,2,-1,1,-1,1,1,1,1,25,5,1,1951,1,3,1,3,5,2,2,2,1,2,1,0.0,1,7,4,1,2,1,1,1,6,6.5,0,10,5,21,59,0.000109132
7,2,166,97,5,24.2,4.88,69,3,0,2,0,3,1,0,1,10,5,2,1961,1,3,2,6,6,1,2,2,2,1,1,12.1,-1,7,4,4,2,2,2,3,6,46.5,1,64,8,65,49,9.82e-05
9,3,147,68,16,35.0,7.43,81,2,0,2,2,1,1,0,1,23,4,1,1952,1,2,1,6,3,2,2,1,2,2,1,0.0,3,7,4,5,2,2,2,3,6,70.5,0,63,4,144,58,0.000409116
1,5,143,57,5,27.4,3.72,51,4,2,2,0,2,1,1,1,6,4,1,1973,1,3,2,5,3,2,2,2,2,2,1,27.4,2,7,4,3,4,2,2,3,6,36.5,1,81,5,50,37,0.000967286
1,8,201,49,15,35.4,6.66,69,4,2,2,0,2,1,1,1,6,4,2,1974,1,3,2,6,6,2,2,2,2,2,1,35.4,1,7,4,2,4,1,2,3,6,71.0,1,137,5,70,36,0.000232084
1,0,54,26,0,11.2,2.6,37,2,0,1,0,2,1,0,1,22,4,2,1950,1,2,1,1,4,1,1,2,2,2,2,5.6,1,7,4,2,3,2,3,4,6,21.0,0,28,4,35,60,9.82e-05
1,0,0,0,0,0.0,0.14,0,4,2,0,0,2,1,1,1,26,4,1,1973,1,3,2,5,5,1,2,2,2,2,2,2.2,2,7,4,2,3,3,3,3,6,0.6,1,0,5,-1,37,0.000258025
4,0,39,16,0,7.6,1.5,22,4,2,-1,-1,2,1,1,1,9,4,2,1973,1,3,2,3,6,1,2,2,2,1,2,3.8,3,7,4,2,3,3,3,3,6,15.0,0,23,5,30,37,0.000232084
6,1,94,62,4,6.6,1.03,13,4,2,-1,-1,2,1,1,1,9,4,2,1973,1,3,2,3,6,1,2,2,2,1,2,3.3,3,7,4,2,3,3,3,3,6,10.0,0,28,5,76,37,0.000232084
1,0,26,19,0,2.8,0.4,5,2,0,2,0,1,1,0,1,0,6,1,1979,1,2,1,5,6,2,2,2,2,2,1,2.8,1,7,4,1,4,2,2,4,6,4.0,1,7,4,10,31,0.000258025
1,0,78,55,0,16.6,1.59,21,4,2,2,-1,1,1,1,1,13,4,2,1967,1,3,2,6,4,2,2,2,2,2,1,16.6,2,7,4,2,2,1,1,3,6,17.0,1,23,4,20,43,9.82e-05
1,5,129,33,25,11.2,2.92,39,4,2,2,-1,1,1,-1,1,13,4,1,1962,3,3,1,5,3,2,2,2,2,2,1,11.2,1,7,4,2,2,1,1,3,6,27.0,1,71,4,-1,48,0.000409116
1,0,61,54,0,6.8,0.71,9,4,1,2,0,3,1,1,1,6,6,2,1965,3,3,2,6,3,2,2,2,2,2,1,6.8,1,7,4,2,3,2,2,3,6,7.5,1,7,4,20,45,0.000367986
4,1,52,22,4,11.4,0.64,8,4,1,2,0,3,1,1,1,6,6,2,1965,3,3,2,6,3,2,2,2,2,2,1,11.4,3,7,4,2,3,2,2,3,6,7.0,1,26,4,20,45,0.000367986
1,7,234,46,47,67.9,11.95,100,4,1,2,0,3,1,1,1,6,6,1,1960,3,3,1,6,5,2,2,2,2,2,1,67.9,1,7,4,2,3,2,2,3,6,131.0,1,141,4,125,50,0.000109132
1,0,32,28,0,3.8,0.53,7,1,0,2,0,1,1,0,1,3,3,2,1949,1,1,1,6,3,2,2,2,2,2,1,3.8,1,7,4,1,3,2,2,4,6,5.0,1,4,4,15,61,0.000367986
4,0,60,41,0,9.4,1.63,23,1,0,2,0,1,1,0,1,3,3,2,1949,1,1,1,6,3,2,2,2,2,2,1,9.4,3,7,4,2,3,2,2,4,6,14.0,1,19,4,45,61,0.000367986
1,1,128,70,18,7.4,2.08,22,4,2,2,1,1,1,0,2,-1,-1,1,1975,1,3,1,3,3,2,2,2,2,2,1,7.4,1,7,4,1,2,2,2,4,6,23.0,1,40,4,20,35,0.000967286
1,2,59,27,5,5.6,1.55,22,3,0,5,0,2,1,0,1,28,6,2,1963,1,2,1,6,7,2,2,2,2,2,1,5.6,1,7,4,1,3,2,2,4,6,17.0,1,27,4,20,47,0.000144039
3,4,149,41,19,31.6,7.09,69,1,0,1,0,1,2,0,2,10,3,2,1963,1,1,1,1,6,2,2,2,2,2,1,31.6,1,7,4,2,-1,-1,-1,3,6,71.0,1,89,5,-1,47,9.82e-05
3,8,196,37,45,35.6,7.45,73,1,0,1,0,1,2,0,2,10,3,2,1963,1,1,1,1,6,2,2,2,2,2,1,35.6,1,7,4,2,-1,-1,-1,3,6,77.0,1,114,-1,140,47,9.82e-05
1,3,176,37,30,40.6,2.82,42,2,0,2,0,1,1,0,2,15,4,1,1948,1,2,1,6,3,1,2,2,2,2,1,20.3,1,7,4,2,2,-1,-1,4,6,22.0,1,109,4,90,62,0.000409116
8,1,71,38,16,6.8,0.92,12,4,2,1,0,3,1,0,1,13,4,1,1962,1,3,1,6,3,1,2,2,2,2,1,3.4,3,7,4,2,2,3,3,2,6,7.0,1,17,5,30,48,0.000409116
4,0,37,20,0,7.6,1.11,16,4,2,1,0,3,1,0,1,13,4,1,1962,1,3,1,6,3,1,2,2,2,2,1,3.8,3,7,4,2,2,3,3,2,6,10.0,1,17,5,40,48,0.000409116
1,3,106,48,11,46.8,2.15,30,4,2,1,0,3,1,0,1,13,4,2,1962,1,3,2,3,4,2,2,2,2,2,1,46.8,1,7,4,2,4,2,1,2,6,20.0,1,47,6,-1,48,9.82e-05
8,1,54,24,4,7.6,0.88,10,4,2,1,0,3,1,0,1,13,4,2,1962,1,3,2,3,4,2,2,2,2,2,1,7.6,-1,7,4,2,4,2,1,2,6,8.0,1,26,6,16,48,9.82e-05
4,0,44,30,0,9.6,2.31,22,2,-1,1,-1,1,2,0,1,38,4,1,1938,1,3,9,6,6,1,2,2,2,2,1,4.8,3,2,2,2,-1,2,-1,4,8,23.0,0,14,5,30,72,8.57e-05
1,2,83,31,22,15.2,3.12,32,4,2,2,0,1,1,2,1,5,3,1,1965,3,3,2,6,3,2,2,1,2,2,1,0.0,1,2,2,2,2,3,2,4,8,31.5,0,30,5,61,45,0.000409116
10,2,118,48,7,35.6,6.22,48,4,2,1,0,2,1,0,1,5,-1,2,1974,1,3,6,8,3,1,2,2,2,2,-1,17.8,3,2,2,2,4,2,2,3,8,68.0,0,63,4,142,36,0.00087004
1,0,59,37,0,17.4,1.62,22,4,0,2,1,4,1,2,1,25,5,2,1957,3,3,2,6,3,1,2,2,2,1,1,8.7,2,2,2,2,2,2,-1,4,8,14.5,0,22,4,50,53,0.000367986
10,0,50,19,0,9.0,1.42,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,6,3,1,2,2,2,2,2,4.5,3,2,2,1,3,-1,3,4,8,14.0,0,31,4,15,-1,0.000409116
1,0,22,17,0,3.4,0.68,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,6,3,1,2,2,2,2,2,2.2,1,2,2,1,3,-1,3,4,8,6.0,0,5,4,9,-1,0.000409116
11,2,129,14,18,35.2,8.63,57,1,0,0,0,1,1,0,2,2,4,1,1969,1,1,1,6,8,1,2,2,2,2,3,17.6,3,2,2,1,3,2,2,1,8,98.0,0,97,3,119,41,0.000160139
10,0,32,27,0,6.0,0.49,4,3,1,1,0,3,1,0,2,3,3,2,1975,1,3,6,8,4,1,2,2,2,2,1,3.0,3,2,2,3,3,2,2,2,8,2.6,1,5,3,30,35,0.000232084
7,3,283,32,12,80.2,1.57,22,3,1,1,0,3,1,0,2,3,3,1,1968,1,3,1,7,6,2,2,2,2,2,1,80.2,3,2,2,3,3,2,2,3,8,15.3,1,239,2,18,42,0.000109132
1,0,32,28,0,6.0,0.48,6,4,2,1,0,1,1,1,1,8,4,2,1966,1,3,2,8,6,1,2,2,2,2,1,3.0,1,2,2,2,1,2,2,4,8,2.6,2,4,4,20,44,9.82e-05
4,0,60,46,0,9.6,2.05,24,4,2,1,0,1,1,1,1,8,4,2,1966,1,3,2,8,6,1,2,2,2,2,1,4.8,3,2,2,2,1,2,2,4,8,20.0,0,14,4,32,44,9.82e-05
4,0,32,26,0,6.0,0.56,6,4,2,1,0,1,1,1,1,8,4,2,1966,1,3,2,8,6,1,2,2,2,2,1,3.0,3,2,2,2,1,2,2,4,8,4.0,2,6,4,30,44,9.82e-05
1,0,52,31,0,7.0,1.47,17,1,0,1,0,2,1,1,2,2,5,1,1958,1,1,1,1,6,1,1,2,2,2,1,3.5,1,2,2,2,1,3,3,3,8,13.5,0,21,2,23,52,0.000109132
10,0,32,26,0,6.4,0.52,6,2,0,1,0,0,2,0,1,36,4,1,1935,1,3,9,1,6,1,2,2,2,2,1,3.2,3,2,2,1,-1,-1,-1,4,8,4.5,2,6,4,20,75,8.57e-05
7,0,21,10,0,2.2,0.68,9,4,1,2,1,2,1,0,2,12,4,2,1964,1,3,2,6,3,2,2,2,2,2,1,2.2,3,2,2,1,2,3,3,3,8,6.5,0,11,4,72,46,0.000367986
1,0,23,23,0,0.0,0.3,4,4,1,2,1,2,1,0,2,12,4,2,1964,1,3,2,6,3,2,2,2,2,2,1,0.0,1,2,2,1,2,3,3,3,8,1.9,2,0,4,15,46,0.000367986
7,2,73,15,7,18.0,3.34,45,4,1,2,1,2,1,0,2,12,4,2,1964,1,3,2,6,3,2,2,2,2,2,1,18.0,3,2,2,1,2,3,3,3,8,34.0,1,51,4,40,46,0.000367986
11,2,143,28,27,31.0,6.51,70,2,0,1,0,1,1,0,1,37,5,2,1938,1,3,9,-1,3,1,2,2,1,2,-1,15.5,3,2,2,1,-1,4,2,1,8,70.0,0,88,2,80,72,0.000288998
